hash-monomers,hash-monomers-replicate_structure,smiles_monomer,monomers,distribution,replicate_structure,smiles_polymer,mechanism
PFsB23KBGfXFGK8eKK3brs,kdGwKjMoQxfXkVSQekqqGF,Nc1ccc(Oc2ccc(C(=O)c3ccc(Oc4ccc(N)cc4C(F)(F)F)cc3)cc2)c(C(F)(F)F)c1.O=C(O)c1ccc2c(c1)C(=O)N(c1ccc(Sc3ccc(N4C(=O)c5ccc(C(=O)O)cc5C4=O)cc3)cc1)C2=O,"('Nc1ccc(Oc2ccc(C(=O)c3ccc(Oc4ccc(N)cc4C(F)(F)F)cc3)cc2)c(C(F)(F)F)c1', 'O=C(O)c1ccc2c(c1)C(=O)N(c1ccc(Sc3ccc(N4C(=O)c5ccc(C(=O)O)cc5C4=O)cc3)cc1)C2=O')",[],0,Nc1ccc(Oc2ccc(C(=O)c3ccc(Oc4ccc(NC(=O)c5ccc6c(c5)C(=O)N(c5ccc(Sc7ccc(N8C(=O)c9ccc(C(=O)Nc%10ccc(Oc%11ccc(C(=O)c%12ccc(Oc%13ccc(NC(=O)c%14ccc%15c(c%14)C(=O)N(c%14ccc(Sc%16ccc(N%17C(=O)c%18ccc(C(=O)Nc%19ccc(Oc%20ccc(C(=O)c%21ccc(Oc%22ccc(NC(=O)c%23ccc%24c(c%23)C(=O)N(c%23ccc(Sc%25ccc(N%26C(=O)c%27ccc(C(=O)Nc%28ccc(Oc%29ccc(C(=O)c%30ccc(Oc%31ccc(NC(=O)c%32ccc%33c(c%32)C(=O)N(c%32ccc(Sc%34ccc(N%35C(=O)c%36ccc(C(=O)O)cc%36C%35=O)cc%34)cc%32)C%33=O)cc%31C(F)(F)F)cc%30)cc%29)c(C(F)(F)F)c%28)cc%27C%26=O)cc%25)cc%23)C%24=O)cc%22C(F)(F)F)cc%21)cc%20)c(C(F)(F)F)c%19)cc%18C%17=O)cc%16)cc%14)C%15=O)cc%13C(F)(F)F)cc%12)cc%11)c(C(F)(F)F)c%10)cc9C8=O)cc7)cc5)C6=O)cc4C(F)(F)F)cc3)cc2)c(C(F)(F)F)c1,amide
PFsB23KBGfXFGK8eKK3brs,eTCbCHkQ3w2bDSvUtxPJoR,Nc1ccc(Oc2ccc(C(=O)c3ccc(Oc4ccc(N)cc4C(F)(F)F)cc3)cc2)c(C(F)(F)F)c1.O=C(O)c1ccc2c(c1)C(=O)N(c1ccc(Sc3ccc(N4C(=O)c5ccc(C(=O)O)cc5C4=O)cc3)cc1)C2=O,"('Nc1ccc(Oc2ccc(C(=O)c3ccc(Oc4ccc(N)cc4C(F)(F)F)cc3)cc2)c(C(F)(F)F)c1', 'O=C(O)c1ccc2c(c1)C(=O)N(c1ccc(Sc3ccc(N4C(=O)c5ccc(C(=O)O)cc5C4=O)cc3)cc1)C2=O')",[],1,Nc1ccc(Oc2ccc(C(=O)c3ccc(Oc4ccc(NC(=O)c5ccc6c(c5)C(=O)N(c5ccc(Sc7ccc(N8C(=O)c9ccc(C(=O)Nc%10ccc(Oc%11ccc(C(=O)c%12ccc(Oc%13ccc(NC(=O)c%14ccc%15c(c%14)C(=O)N(c%14ccc(Sc%16ccc(N%17C(=O)c%18ccc(C(=O)Nc%19ccc(Oc%20ccc(C(=O)c%21ccc(Oc%22ccc(NC(=O)c%23ccc%24c(c%23)C(=O)N(c%23ccc(Sc%25ccc(N%26C(=O)c%27ccc(C(=O)Nc%28ccc(Oc%29ccc(C(=O)c%30ccc(Oc%31ccc(NC(=O)c%32ccc%33c(c%32)C(=O)N(c%32ccc(Sc%34ccc(N%35C(=O)c%36ccc(C(=O)O)cc%36C%35=O)cc%34)cc%32)C%33=O)cc%31C(F)(F)F)cc%30)cc%29)c(C(F)(F)F)c%28)cc%27C%26=O)cc%25)cc%23)C%24=O)cc%22C(F)(F)F)cc%21)cc%20)c(C(F)(F)F)c%19)cc%18C%17=O)cc%16)cc%14)C%15=O)cc%13C(F)(F)F)cc%12)cc%11)c(C(F)(F)F)c%10)cc9C8=O)cc7)cc5)C6=O)cc4C(F)(F)F)cc3)cc2)c(C(F)(F)F)c1,amide
ggBiNCccG6Vwp83tS4AzMP,kf6aaaUY5XoC6DhjGMTAbn,O=C(O)c1cccc(C(=O)O)c1.OCc1ccc(CO)cc1,"('O=C(O)c1cccc(C(=O)O)c1', 'OCc1ccc(CO)cc1')",[],0,O=C(O)c1cccc(C(=O)OCc2ccc(COC(=O)c3cccc(C(=O)OCc4ccc(COC(=O)c5cccc(C(=O)OCc6ccc(COC(=O)c7cccc(C(=O)OCc8ccc(CO)cc8)c7)cc6)c5)cc4)c3)cc2)c1,ester
ggBiNCccG6Vwp83tS4AzMP,QucfhpgzJwoFA8eZaijtxj,O=C(O)c1cccc(C(=O)O)c1.OCc1ccc(CO)cc1,"('O=C(O)c1cccc(C(=O)O)c1', 'OCc1ccc(CO)cc1')",[],1,O=C(O)c1cccc(C(=O)OCc2ccc(COC(=O)c3cccc(C(=O)OCc4ccc(COC(=O)c5cccc(C(=O)OCc6ccc(COC(=O)c7cccc(C(=O)OCc8ccc(CO)cc8)c7)cc6)c5)cc4)c3)cc2)c1,ester
kf2dYjSkhTDc5kEjdQbJvi,JCZuAfPHg8kNhEvpKvsxxm,Nc1ccc(Oc2ccc(-c3cc(-c4ccccc4)nc(-c4ccccc4)c3)cc2)c(N)c1.O=C(O)c1ccc(C(=O)O)cc1,"('Nc1ccc(Oc2ccc(-c3cc(-c4ccccc4)nc(-c4ccccc4)c3)cc2)c(N)c1', 'O=C(O)c1ccc(C(=O)O)cc1')",[],0,Nc1ccc(Oc2ccc(-c3cc(-c4ccccc4)nc(-c4ccccc4)c3)cc2)c(NC(=O)c2ccc(C(=O)Nc3ccc(Oc4ccc(-c5cc(-c6ccccc6)nc(-c6ccccc6)c5)cc4)c(NC(=O)c4ccc(C(=O)Nc5cc(NC(=O)c6ccc(C(=O)Nc7cc(NC(=O)c8ccc(C(=O)O)cc8)ccc7Oc7ccc(-c8cc(-c9ccccc9)nc(-c9ccccc9)c8)cc7)cc6)ccc5Oc5ccc(-c6cc(-c7ccccc7)nc(-c7ccccc7)c6)cc5)cc4)c3)cc2)c1,amide
kf2dYjSkhTDc5kEjdQbJvi,EBGRUt25VtPvQufj4VXu2T,Nc1ccc(Oc2ccc(-c3cc(-c4ccccc4)nc(-c4ccccc4)c3)cc2)c(N)c1.O=C(O)c1ccc(C(=O)O)cc1,"('Nc1ccc(Oc2ccc(-c3cc(-c4ccccc4)nc(-c4ccccc4)c3)cc2)c(N)c1', 'O=C(O)c1ccc(C(=O)O)cc1')",[],1,Nc1cc(NC(=O)c2ccc(C(=O)Nc3cc(NC(=O)c4ccc(C(=O)Nc5ccc(Oc6ccc(-c7cc(-c8ccccc8)nc(-c8ccccc8)c7)cc6)c(NC(=O)c6ccc(C(=O)Nc7ccc(Oc8ccc(-c9cc(-c%10ccccc%10)nc(-c%10ccccc%10)c9)cc8)c(NC(=O)c8ccc(C(=O)O)cc8)c7)cc6)c5)cc4)ccc3Oc3ccc(-c4cc(-c5ccccc5)nc(-c5ccccc5)c4)cc3)cc2)ccc1Oc1ccc(-c2cc(-c3ccccc3)nc(-c3ccccc3)c2)cc1,amide
9Y8T6CV6DsvyXqQYd64Rsg,dv8Fmsju9hWQtLYTbXygnQ,COC1=C(O)C=CC(=CNc2ccc(Oc3ccc(NC=C4C=CC(O)=C(OC)C4)cc3)cc2)C1.O=C(Cl)CCCCCCCCC(=O)Cl,"('COC1=C(O)C=CC(=CNc2ccc(Oc3ccc(NC=C4C=CC(O)=C(OC)C4)cc3)cc2)C1', 'O=C(Cl)CCCCCCCCC(=O)Cl')",[],0,COC1=C(O)C=CC(=CNc2ccc(Oc3ccc(NC=C4C=CC(OC(=O)CCCCCCCCC(=O)OC5=C(OC)CC(=CNc6ccc(Oc7ccc(NC=C8C=CC(OC(=O)CCCCCCCCC(=O)OC9=C(OC)CC(=CNc%10ccc(Oc%11ccc(NC=C%12C=CC(OC(=O)CCCCCCCCC(=O)OC%13=C(OC)CC(=CNc%14ccc(Oc%15ccc(NC=C%16C=CC(OC(=O)CCCCCCCCC(=O)Cl)=C(OC)C%16)cc%15)cc%14)C=C%13)=C(OC)C%12)cc%11)cc%10)C=C9)=C(OC)C8)cc7)cc6)C=C5)=C(OC)C4)cc3)cc2)C1,ester
9Y8T6CV6DsvyXqQYd64Rsg,ipUxYYXdsjHZa6dQpDWNbu,COC1=C(O)C=CC(=CNc2ccc(Oc3ccc(NC=C4C=CC(O)=C(OC)C4)cc3)cc2)C1.O=C(Cl)CCCCCCCCC(=O)Cl,"('COC1=C(O)C=CC(=CNc2ccc(Oc3ccc(NC=C4C=CC(O)=C(OC)C4)cc3)cc2)C1', 'O=C(Cl)CCCCCCCCC(=O)Cl')",[],1,COC1=C(O)C=CC(=CNc2ccc(Oc3ccc(NC=C4C=CC(OC(=O)CCCCCCCCC(=O)OC5=C(OC)CC(=CNc6ccc(Oc7ccc(NC=C8C=CC(OC(=O)CCCCCCCCC(=O)OC9=C(OC)CC(=CNc%10ccc(Oc%11ccc(NC=C%12C=CC(OC(=O)CCCCCCCCC(=O)OC%13=C(OC)CC(=CNc%14ccc(Oc%15ccc(NC=C%16C=CC(OC(=O)CCCCCCCCC(=O)Cl)=C(OC)C%16)cc%15)cc%14)C=C%13)=C(OC)C%12)cc%11)cc%10)C=C9)=C(OC)C8)cc7)cc6)C=C5)=C(OC)C4)cc3)cc2)C1,ester
RriMkLhpxYhTpwuPUQvdxC,4jjFBEckevCCQc2k9Djhvr,O=C(O)CCCCCCC(=O)O.OC1CCC(O)CC1,"('O=C(O)CCCCCCC(=O)O', 'OC1CCC(O)CC1')",[],0,O=C(O)CCCCCCC(=O)OC1CCC(OC(=O)CCCCCCC(=O)OC2CCC(OC(=O)CCCCCCC(=O)OC3CCC(OC(=O)CCCCCCC(=O)OC4CCC(O)CC4)CC3)CC2)CC1,ester
RriMkLhpxYhTpwuPUQvdxC,FJXqV2GeSSBDyEuRkNNguc,O=C(O)CCCCCCC(=O)O.OC1CCC(O)CC1,"('O=C(O)CCCCCCC(=O)O', 'OC1CCC(O)CC1')",[],1,O=C(O)CCCCCCC(=O)OC1CCC(OC(=O)CCCCCCC(=O)OC2CCC(OC(=O)CCCCCCC(=O)OC3CCC(OC(=O)CCCCCCC(=O)OC4CCC(O)CC4)CC3)CC2)CC1,ester
biHwupFHAjg42RVyfk2iuZ,mGQiVi8tvco97hXVT4XKAb,C=C/C(=C\C)[Si](C)(c1ccc(C(=O)O)cc1)c1ccc(C(=O)O)cc1.C[Si](c1ccccc1)(c1ccc(N)cc1)c1ccc(N)cc1,"('C=C/C(=C\\C)[Si](C)(c1ccc(C(=O)O)cc1)c1ccc(C(=O)O)cc1', 'C[Si](c1ccccc1)(c1ccc(N)cc1)c1ccc(N)cc1')",[],0,C=C/C(=C\C)[Si](C)(c1ccc(C(=O)O)cc1)c1ccc(C(=O)Nc2ccc([Si](C)(c3ccccc3)c3ccc(NC(=O)c4ccc([Si](C)(/C(C=C)=C/C)c5ccc(C(=O)Nc6ccc([Si](C)(c7ccccc7)c7ccc(NC(=O)c8ccc([Si](C)(/C(C=C)=C/C)c9ccc(C(=O)Nc%10ccc([Si](C)(c%11ccccc%11)c%11ccc(NC(=O)c%12ccc([Si](C)(/C(C=C)=C/C)c%13ccc(C(=O)Nc%14ccc([Si](C)(c%15ccccc%15)c%15ccc(N)cc%15)cc%14)cc%13)cc%12)cc%11)cc%10)cc9)cc8)cc7)cc6)cc5)cc4)cc3)cc2)cc1,amide
biHwupFHAjg42RVyfk2iuZ,BJtvH6MrKuh5Ab8JZVh7er,C=C/C(=C\C)[Si](C)(c1ccc(C(=O)O)cc1)c1ccc(C(=O)O)cc1.C[Si](c1ccccc1)(c1ccc(N)cc1)c1ccc(N)cc1,"('C=C/C(=C\\C)[Si](C)(c1ccc(C(=O)O)cc1)c1ccc(C(=O)O)cc1', 'C[Si](c1ccccc1)(c1ccc(N)cc1)c1ccc(N)cc1')",[],1,C=C/C(=C\C)[Si](C)(c1ccc(C(=O)O)cc1)c1ccc(C(=O)Nc2ccc([Si](C)(c3ccccc3)c3ccc(NC(=O)c4ccc([Si](C)(/C(C=C)=C/C)c5ccc(C(=O)Nc6ccc([Si](C)(c7ccccc7)c7ccc(NC(=O)c8ccc([Si](C)(/C(C=C)=C/C)c9ccc(C(=O)Nc%10ccc([Si](C)(c%11ccccc%11)c%11ccc(NC(=O)c%12ccc([Si](C)(/C(C=C)=C/C)c%13ccc(C(=O)Nc%14ccc([Si](C)(c%15ccccc%15)c%15ccc(N)cc%15)cc%14)cc%13)cc%12)cc%11)cc%10)cc9)cc8)cc7)cc6)cc5)cc4)cc3)cc2)cc1,amide
jLBG8moLfY87fckBFAFuzQ,HgxGgmhcGtt7mPcYhcALi4,CCCCOc1ccccc1-c1nc(CCO)c(-c2ccc(OC)cc2)c(CCO)n1.O=C(Cl)c1cccc(C(=O)Cl)c1,"('CCCCOc1ccccc1-c1nc(CCO)c(-c2ccc(OC)cc2)c(CCO)n1', 'O=C(Cl)c1cccc(C(=O)Cl)c1')",[],0,CCCCOc1ccccc1-c1nc(CCO)c(-c2ccc(OC)cc2)c(CCOC(=O)c2cccc(C(=O)OCCc3nc(-c4ccccc4OCCCC)nc(CCOC(=O)c4cccc(C(=O)OCCc5nc(-c6ccccc6OCCCC)nc(CCOC(=O)c6cccc(C(=O)OCCc7nc(-c8ccccc8OCCCC)nc(CCOC(=O)c8cccc(C(=O)Cl)c8)c7-c7ccc(OC)cc7)c6)c5-c5ccc(OC)cc5)c4)c3-c3ccc(OC)cc3)c2)n1,ester
jLBG8moLfY87fckBFAFuzQ,NTZ6aN7XzUjJZWyuy9wshg,CCCCOc1ccccc1-c1nc(CCO)c(-c2ccc(OC)cc2)c(CCO)n1.O=C(Cl)c1cccc(C(=O)Cl)c1,"('CCCCOc1ccccc1-c1nc(CCO)c(-c2ccc(OC)cc2)c(CCO)n1', 'O=C(Cl)c1cccc(C(=O)Cl)c1')",[],1,CCCCOc1ccccc1-c1nc(CCO)c(-c2ccc(OC)cc2)c(CCOC(=O)c2cccc(C(=O)OCCc3nc(-c4ccccc4OCCCC)nc(CCOC(=O)c4cccc(C(=O)OCCc5nc(-c6ccccc6OCCCC)nc(CCOC(=O)c6cccc(C(=O)OCCc7nc(-c8ccccc8OCCCC)nc(CCOC(=O)c8cccc(C(=O)Cl)c8)c7-c7ccc(OC)cc7)c6)c5-c5ccc(OC)cc5)c4)c3-c3ccc(OC)cc3)c2)n1,ester
fHXpNGt8WXSGV6mJUapDed,9PELih6P6ttc2mBMYUiuxD,O=C(O)c1ccc(-c2ccc(-c3ccc(C(=O)O)cc3)cc2)cc1.OCCCCO,"('O=C(O)c1ccc(-c2ccc(-c3ccc(C(=O)O)cc3)cc2)cc1', 'OCCCCO')",[],0,O=C(O)c1ccc(-c2ccc(-c3ccc(C(=O)OCCCCOC(=O)c4ccc(-c5ccc(-c6ccc(C(=O)OCCCCOC(=O)c7ccc(-c8ccc(-c9ccc(C(=O)OCCCCOC(=O)c%10ccc(-c%11ccc(-c%12ccc(C(=O)OCCCCO)cc%12)cc%11)cc%10)cc9)cc8)cc7)cc6)cc5)cc4)cc3)cc2)cc1,ester
fHXpNGt8WXSGV6mJUapDed,ac8596bxNhvpjhJvBfH3Qv,O=C(O)c1ccc(-c2ccc(-c3ccc(C(=O)O)cc3)cc2)cc1.OCCCCO,"('O=C(O)c1ccc(-c2ccc(-c3ccc(C(=O)O)cc3)cc2)cc1', 'OCCCCO')",[],1,O=C(O)c1ccc(-c2ccc(-c3ccc(C(=O)OCCCCOC(=O)c4ccc(-c5ccc(-c6ccc(C(=O)OCCCCOC(=O)c7ccc(-c8ccc(-c9ccc(C(=O)OCCCCOC(=O)c%10ccc(-c%11ccc(-c%12ccc(C(=O)OCCCCO)cc%12)cc%11)cc%10)cc9)cc8)cc7)cc6)cc5)cc4)cc3)cc2)cc1,ester
B4zacfEFJH8hfvFAm6MrCL,6F6j9GBudeTBdfvV4UimDc,Nc1cc(N)cc(-c2nc3ccccc3[nH]2)c1.O=C(O)c1ccc2c(c1)C(=O)N(c1cc(-c3nc4ccccc4[nH]3)cc(N3C(=O)c4ccc(C(=O)O)cc4C3=O)c1)C2=O,"('Nc1cc(N)cc(-c2nc3ccccc3[nH]2)c1', 'O=C(O)c1ccc2c(c1)C(=O)N(c1cc(-c3nc4ccccc4[nH]3)cc(N3C(=O)c4ccc(C(=O)O)cc4C3=O)c1)C2=O')",[],0,Nc1cc(NC(=O)c2ccc3c(c2)C(=O)N(c2cc(-c4nc5ccccc5[nH]4)cc(N4C(=O)c5ccc(C(=O)Nc6cc(NC(=O)c7ccc8c(c7)C(=O)N(c7cc(-c9nc%10ccccc%10[nH]9)cc(N9C(=O)c%10ccc(C(=O)Nc%11cc(NC(=O)c%12ccc%13c(c%12)C(=O)N(c%12cc(-c%14nc%15ccccc%15[nH]%14)cc(N%14C(=O)c%15ccc(C(=O)Nc%16cc(NC(=O)c%17ccc%18c(c%17)C(=O)N(c%17cc(-c%19nc%20ccccc%20[nH]%19)cc(N%19C(=O)c%20ccc(C(=O)O)cc%20C%19=O)c%17)C%18=O)cc(-c%17nc%18ccccc%18[nH]%17)c%16)cc%15C%14=O)c%12)C%13=O)cc(-c%12nc%13ccccc%13[nH]%12)c%11)cc%10C9=O)c7)C8=O)cc(-c7nc8ccccc8[nH]7)c6)cc5C4=O)c2)C3=O)cc(-c2nc3ccccc3[nH]2)c1,amide
B4zacfEFJH8hfvFAm6MrCL,V7Wj8vtNWwSND5zktQCVdD,Nc1cc(N)cc(-c2nc3ccccc3[nH]2)c1.O=C(O)c1ccc2c(c1)C(=O)N(c1cc(-c3nc4ccccc4[nH]3)cc(N3C(=O)c4ccc(C(=O)O)cc4C3=O)c1)C2=O,"('Nc1cc(N)cc(-c2nc3ccccc3[nH]2)c1', 'O=C(O)c1ccc2c(c1)C(=O)N(c1cc(-c3nc4ccccc4[nH]3)cc(N3C(=O)c4ccc(C(=O)O)cc4C3=O)c1)C2=O')",[],1,Nc1cc(NC(=O)c2ccc3c(c2)C(=O)N(c2cc(-c4nc5ccccc5[nH]4)cc(N4C(=O)c5ccc(C(=O)Nc6cc(NC(=O)c7ccc8c(c7)C(=O)N(c7cc(-c9nc%10ccccc%10[nH]9)cc(N9C(=O)c%10ccc(C(=O)Nc%11cc(NC(=O)c%12ccc%13c(c%12)C(=O)N(c%12cc(-c%14nc%15ccccc%15[nH]%14)cc(N%14C(=O)c%15ccc(C(=O)Nc%16cc(NC(=O)c%17ccc%18c(c%17)C(=O)N(c%17cc(-c%19nc%20ccccc%20[nH]%19)cc(N%19C(=O)c%20ccc(C(=O)O)cc%20C%19=O)c%17)C%18=O)cc(-c%17nc%18ccccc%18[nH]%17)c%16)cc%15C%14=O)c%12)C%13=O)cc(-c%12nc%13ccccc%13[nH]%12)c%11)cc%10C9=O)c7)C8=O)cc(-c7nc8ccccc8[nH]7)c6)cc5C4=O)c2)C3=O)cc(-c2nc3ccccc3[nH]2)c1,amide
jrtRkgaTtfTCgecv7SGoT9,Qb5ZR6BbzBHcmndvuUzUxB,Nc1ccc(Oc2ccccc2-c2ccccc2Oc2ccc(N)cc2)cc1.O=C(O)c1ccc2c(c1)C(=O)N(c1ccc(Oc3ccccc3-c3ccccc3Oc3ccc(N4C(=O)c5ccc(C(=O)O)cc5C4=O)cc3)cc1)C2=O,"('Nc1ccc(Oc2ccccc2-c2ccccc2Oc2ccc(N)cc2)cc1', 'O=C(O)c1ccc2c(c1)C(=O)N(c1ccc(Oc3ccccc3-c3ccccc3Oc3ccc(N4C(=O)c5ccc(C(=O)O)cc5C4=O)cc3)cc1)C2=O')",[],0,Nc1ccc(Oc2ccccc2-c2ccccc2Oc2ccc(NC(=O)c3ccc4c(c3)C(=O)N(c3ccc(Oc5ccccc5-c5ccccc5Oc5ccc(N6C(=O)c7ccc(C(=O)Nc8ccc(Oc9ccccc9-c9ccccc9Oc9ccc(NC(=O)c%10ccc%11c(c%10)C(=O)N(c%10ccc(Oc%12ccccc%12-c%12ccccc%12Oc%12ccc(N%13C(=O)c%14ccc(C(=O)Nc%15ccc(Oc%16ccccc%16-c%16ccccc%16Oc%16ccc(NC(=O)c%17ccc%18c(c%17)C(=O)N(c%17ccc(Oc%19ccccc%19-c%19ccccc%19Oc%19ccc(N%20C(=O)c%21ccc(C(=O)Nc%22ccc(Oc%23ccccc%23-c%23ccccc%23Oc%23ccc(NC(=O)c%24ccc%25c(c%24)C(=O)N(c%24ccc(Oc%26ccccc%26-c%26ccccc%26Oc%26ccc(N%27C(=O)c%28ccc(C(=O)O)cc%28C%27=O)cc%26)cc%24)C%25=O)cc%23)cc%22)cc%21C%20=O)cc%19)cc%17)C%18=O)cc%16)cc%15)cc%14C%13=O)cc%12)cc%10)C%11=O)cc9)cc8)cc7C6=O)cc5)cc3)C4=O)cc2)cc1,amide
jrtRkgaTtfTCgecv7SGoT9,fG42MafmKeuKnChR7RU3u6,Nc1ccc(Oc2ccccc2-c2ccccc2Oc2ccc(N)cc2)cc1.O=C(O)c1ccc2c(c1)C(=O)N(c1ccc(Oc3ccccc3-c3ccccc3Oc3ccc(N4C(=O)c5ccc(C(=O)O)cc5C4=O)cc3)cc1)C2=O,"('Nc1ccc(Oc2ccccc2-c2ccccc2Oc2ccc(N)cc2)cc1', 'O=C(O)c1ccc2c(c1)C(=O)N(c1ccc(Oc3ccccc3-c3ccccc3Oc3ccc(N4C(=O)c5ccc(C(=O)O)cc5C4=O)cc3)cc1)C2=O')",[],1,Nc1ccc(Oc2ccccc2-c2ccccc2Oc2ccc(NC(=O)c3ccc4c(c3)C(=O)N(c3ccc(Oc5ccccc5-c5ccccc5Oc5ccc(N6C(=O)c7ccc(C(=O)Nc8ccc(Oc9ccccc9-c9ccccc9Oc9ccc(NC(=O)c%10ccc%11c(c%10)C(=O)N(c%10ccc(Oc%12ccccc%12-c%12ccccc%12Oc%12ccc(N%13C(=O)c%14ccc(C(=O)Nc%15ccc(Oc%16ccccc%16-c%16ccccc%16Oc%16ccc(NC(=O)c%17ccc%18c(c%17)C(=O)N(c%17ccc(Oc%19ccccc%19-c%19ccccc%19Oc%19ccc(N%20C(=O)c%21ccc(C(=O)Nc%22ccc(Oc%23ccccc%23-c%23ccccc%23Oc%23ccc(NC(=O)c%24ccc%25c(c%24)C(=O)N(c%24ccc(Oc%26ccccc%26-c%26ccccc%26Oc%26ccc(N%27C(=O)c%28ccc(C(=O)O)cc%28C%27=O)cc%26)cc%24)C%25=O)cc%23)cc%22)cc%21C%20=O)cc%19)cc%17)C%18=O)cc%16)cc%15)cc%14C%13=O)cc%12)cc%10)C%11=O)cc9)cc8)cc7C6=O)cc5)cc3)C4=O)cc2)cc1,amide
hoYSsX6Wpjhv5oRxX3fxT2,WFxmdAihWuHU4Y43KYD3MA,O=C(O)c1ccc(-c2ccc(-c3ccc(C(=O)O)cc3)cc2)cc1.OCCOCCOCCOCCO,"('O=C(O)c1ccc(-c2ccc(-c3ccc(C(=O)O)cc3)cc2)cc1', 'OCCOCCOCCOCCO')",[],0,O=C(O)c1ccc(-c2ccc(-c3ccc(C(=O)OCCOCCOCCOCCOC(=O)c4ccc(-c5ccc(-c6ccc(C(=O)OCCOCCOCCOCCOC(=O)c7ccc(-c8ccc(-c9ccc(C(=O)OCCOCCOCCOCCOC(=O)c%10ccc(-c%11ccc(-c%12ccc(C(=O)OCCOCCOCCOCCO)cc%12)cc%11)cc%10)cc9)cc8)cc7)cc6)cc5)cc4)cc3)cc2)cc1,ester
hoYSsX6Wpjhv5oRxX3fxT2,Fg69WZf9f55tMZjnr7KGec,O=C(O)c1ccc(-c2ccc(-c3ccc(C(=O)O)cc3)cc2)cc1.OCCOCCOCCOCCO,"('O=C(O)c1ccc(-c2ccc(-c3ccc(C(=O)O)cc3)cc2)cc1', 'OCCOCCOCCOCCO')",[],1,O=C(O)c1ccc(-c2ccc(-c3ccc(C(=O)OCCOCCOCCOCCOC(=O)c4ccc(-c5ccc(-c6ccc(C(=O)OCCOCCOCCOCCOC(=O)c7ccc(-c8ccc(-c9ccc(C(=O)OCCOCCOCCOCCOC(=O)c%10ccc(-c%11ccc(-c%12ccc(C(=O)OCCOCCOCCOCCO)cc%12)cc%11)cc%10)cc9)cc8)cc7)cc6)cc5)cc4)cc3)cc2)cc1,ester
ZHmJ47AAS6chuEBYqw9EeJ,d6hcWZPNv3m4WLhbYaf2Aq,C[Si](C)(c1ccc(C(=O)O)cc1)c1ccc(C(=O)O)cc1.OCCCCO,"('C[Si](C)(c1ccc(C(=O)O)cc1)c1ccc(C(=O)O)cc1', 'OCCCCO')",[],0,C[Si](C)(c1ccc(C(=O)O)cc1)c1ccc(C(=O)OCCCCOC(=O)c2ccc([Si](C)(C)c3ccc(C(=O)OCCCCOC(=O)c4ccc([Si](C)(C)c5ccc(C(=O)OCCCCOC(=O)c6ccc([Si](C)(C)c7ccc(C(=O)OCCCCO)cc7)cc6)cc5)cc4)cc3)cc2)cc1,ester
ZHmJ47AAS6chuEBYqw9EeJ,FJczkR9mGDPy9NwcAJWny9,C[Si](C)(c1ccc(C(=O)O)cc1)c1ccc(C(=O)O)cc1.OCCCCO,"('C[Si](C)(c1ccc(C(=O)O)cc1)c1ccc(C(=O)O)cc1', 'OCCCCO')",[],1,C[Si](C)(c1ccc(C(=O)O)cc1)c1ccc(C(=O)OCCCCOC(=O)c2ccc([Si](C)(C)c3ccc(C(=O)OCCCCOC(=O)c4ccc([Si](C)(C)c5ccc(C(=O)OCCCCOC(=O)c6ccc([Si](C)(C)c7ccc(C(=O)OCCCCO)cc7)cc6)cc5)cc4)cc3)cc2)cc1,ester
SwqtRZafRy324ohCfNMpeG,4ZXtKUsUHjr4A7xvB6rZFU,O=C(O)CCCCCCCC(=O)O.OCCCO,"('O=C(O)CCCCCCCC(=O)O', 'OCCCO')",[],0,O=C(O)CCCCCCCC(=O)OCCCOC(=O)CCCCCCCC(=O)OCCCOC(=O)CCCCCCCC(=O)OCCCOC(=O)CCCCCCCC(=O)OCCCO,ester
SwqtRZafRy324ohCfNMpeG,Z6egxkxXo4QCJxzTA6opaK,O=C(O)CCCCCCCC(=O)O.OCCCO,"('O=C(O)CCCCCCCC(=O)O', 'OCCCO')",[],1,O=C(O)CCCCCCCC(=O)OCCCOC(=O)CCCCCCCC(=O)OCCCOC(=O)CCCCCCCC(=O)OCCCOC(=O)CCCCCCCC(=O)OCCCO,ester
PRUQuCvWiCY299QcrspjcC,GHZd35JkAzhXGF8A3K5x8R,NCCCCCCCN.O=C(O)CCCCCCCC(=O)O,"('NCCCCCCCN', 'O=C(O)CCCCCCCC(=O)O')",[],0,NCCCCCCCNC(=O)CCCCCCCC(=O)NCCCCCCCNC(=O)CCCCCCCC(=O)NCCCCCCCNC(=O)CCCCCCCC(=O)NCCCCCCCNC(=O)CCCCCCCC(=O)O,amide
PRUQuCvWiCY299QcrspjcC,LbZLMVA2dMVxeza7sgLN7P,NCCCCCCCN.O=C(O)CCCCCCCC(=O)O,"('NCCCCCCCN', 'O=C(O)CCCCCCCC(=O)O')",[],1,NCCCCCCCNC(=O)CCCCCCCC(=O)NCCCCCCCNC(=O)CCCCCCCC(=O)NCCCCCCCNC(=O)CCCCCCCC(=O)NCCCCCCCNC(=O)CCCCCCCC(=O)O,amide
