smiles_monomer,pm,polymer_name,Tg,Tm,Tm_units,Tg_units,monomers,distribution,replicate_structure,smiles_polymer,mechanism
C[C@@H](O)CC(=O)O.C[C@H](O)CC(=O)O,0.99,poly(RR-3-hydroxybutyrate),,173.0,C,C,"('C[C@@H](O)CC(=O)O', 'C[C@H](O)CC(=O)O')",[],1,C[C@H](O)CC(=O)O[C@@H](C)CC(=O)O[C@@H](C)CC(=O)O[C@@H](C)CC(=O)O[C@@H](C)CC(=O)O[C@@H](C)CC(=O)O[C@@H](C)CC(=O)O[C@@H](C)CC(=O)O[C@@H](C)CC(=O)O[C@@H](C)CC(=O)O,ester
C[C@@H](O)C(=O)O.C[C@H](O)C(=O)O,0.91,poly(lactic acid),,188.0,C,C,"('C[C@@H](O)C(=O)O', 'C[C@H](O)C(=O)O')",[],1,C[C@H](O)C(=O)O[C@@H](C)C(=O)O[C@@H](C)C(=O)O[C@@H](C)C(=O)O[C@@H](C)C(=O)O[C@@H](C)C(=O)O[C@@H](C)C(=O)O[C@@H](C)C(=O)O[C@@H](C)C(=O)O[C@@H](C)C(=O)O,ester
C[C@@H](O)C(=O)O.C[C@H](O)C(=O)O,0.92,poly(lactic acid),,191.28571428571428,C,C,"('C[C@@H](O)C(=O)O', 'C[C@H](O)C(=O)O')",[],1,C[C@@H](O)C(=O)O[C@H](C)C(=O)O[C@H](C)C(=O)O[C@H](C)C(=O)O[C@H](C)C(=O)O[C@H](C)C(=O)O[C@H](C)C(=O)O[C@H](C)C(=O)O[C@H](C)C(=O)O[C@H](C)C(=O)O,ester
C[C@@H](O)C(=O)O.C[C@H](O)C(=O)O,0.93,poly(lactic acid),,185.0,C,C,"('C[C@@H](O)C(=O)O', 'C[C@H](O)C(=O)O')",[],1,C[C@@H](O)C(=O)O[C@H](C)C(=O)O[C@H](C)C(=O)O[C@H](C)C(=O)O[C@H](C)C(=O)O[C@H](C)C(=O)O[C@H](C)C(=O)O[C@H](C)C(=O)O[C@H](C)C(=O)O[C@H](C)C(=O)O,ester
C[C@@H](O)C(=O)O.C[C@H](O)C(=O)O,0.95,poly(lactic acid),,200.0,C,C,"('C[C@@H](O)C(=O)O', 'C[C@H](O)C(=O)O')",[],1,C[C@@H](O)C(=O)O[C@H](C)C(=O)O[C@H](C)C(=O)O[C@H](C)C(=O)O[C@H](C)C(=O)O[C@H](C)C(=O)O[C@H](C)C(=O)O[C@H](C)C(=O)O[C@H](C)C(=O)O[C@H](C)C(=O)O,ester
C[C@@H](O)C(=O)O.C[C@H](O)C(=O)O,0.97,poly(lactic acid),,207.33333333333331,C,C,"('C[C@@H](O)C(=O)O', 'C[C@H](O)C(=O)O')",[],1,C[C@H](O)C(=O)O[C@@H](C)C(=O)O[C@@H](C)C(=O)O[C@@H](C)C(=O)O[C@@H](C)C(=O)O[C@@H](C)C(=O)O[C@@H](C)C(=O)O[C@@H](C)C(=O)O[C@@H](C)C(=O)O[C@@H](C)C(=O)O,ester
C[C@@H](O)C(=O)O.C[C@H](O)C(=O)O,0.98,poly(lactic acid),,208.0,C,C,"('C[C@@H](O)C(=O)O', 'C[C@H](O)C(=O)O')",[],1,C[C@H](O)C(=O)O[C@@H](C)C(=O)O[C@@H](C)C(=O)O[C@@H](C)C(=O)O[C@@H](C)C(=O)O[C@@H](C)C(=O)O[C@@H](C)C(=O)O[C@@H](C)C(=O)O[C@@H](C)C(=O)O[C@@H](C)C(=O)O,ester
C[C@@H](O)C(=O)O.C[C@H](O)C(=O)O,1.0,poly(lactic acid),58.333333333333336,174.6,C,C,"('C[C@@H](O)C(=O)O', 'C[C@H](O)C(=O)O')",[],1,C[C@H](O)C(=O)O[C@@H](C)C(=O)O[C@@H](C)C(=O)O[C@@H](C)C(=O)O[C@@H](C)C(=O)O[C@@H](C)C(=O)O[C@@H](C)C(=O)O[C@@H](C)C(=O)O[C@@H](C)C(=O)O[C@@H](C)C(=O)O,ester
O=C(O)C[C@@H](O)COc1ccccc1.O=C(O)C[C@H](O)COc1ccccc1,0.17,poly(3-Hydroxy-4-phenoxybutanoic acid),40.0,,C,C,"('O=C(O)C[C@@H](O)COc1ccccc1', 'O=C(O)C[C@H](O)COc1ccccc1')",[],1,O=C(O)C[C@H](COc1ccccc1)OC(=O)C[C@@H](COc1ccccc1)OC(=O)C[C@@H](COc1ccccc1)OC(=O)C[C@H](COc1ccccc1)OC(=O)C[C@@H](COc1ccccc1)OC(=O)C[C@H](COc1ccccc1)OC(=O)C[C@H](COc1ccccc1)OC(=O)C[C@@H](COc1ccccc1)OC(=O)C[C@H](COc1ccccc1)OC(=O)C[C@H](O)COc1ccccc1,ester
C[C@@H](O)CC(=O)O.C[C@H](O)CC(=O)O,0.7,poly(RS-3-hydroxybutyrate),-10.0,,C,C,"('C[C@@H](O)CC(=O)O', 'C[C@H](O)CC(=O)O')",[],1,C[C@H](O)CC(=O)O[C@@H](C)CC(=O)O[C@@H](C)CC(=O)O[C@H](C)CC(=O)O[C@H](C)CC(=O)O[C@H](C)CC(=O)O[C@H](C)CC(=O)O[C@@H](C)CC(=O)O[C@@H](C)CC(=O)O[C@@H](C)CC(=O)O,ester
C[C@@H](O)CC(=O)O.C[C@H](O)CC(=O)O,0.88,poly(RS-3-hydroxybutyrate),3.0,121.0,C,C,"('C[C@@H](O)CC(=O)O', 'C[C@H](O)CC(=O)O')",[],1,C[C@H](O)CC(=O)O[C@H](C)CC(=O)O[C@H](C)CC(=O)O[C@H](C)CC(=O)O[C@H](C)CC(=O)O[C@H](C)CC(=O)O[C@H](C)CC(=O)O[C@H](C)CC(=O)O[C@H](C)CC(=O)O[C@H](C)CC(=O)O,ester
C[C@@H](O)CC(=O)O.C[C@H](O)CC(=O)O,0.89,poly(RS-3-hydroxybutyrate),3.0,122.0,C,C,"('C[C@@H](O)CC(=O)O', 'C[C@H](O)CC(=O)O')",[],1,C[C@H](O)CC(=O)O[C@@H](C)CC(=O)O[C@@H](C)CC(=O)O[C@@H](C)CC(=O)O[C@@H](C)CC(=O)O[C@@H](C)CC(=O)O[C@@H](C)CC(=O)O[C@@H](C)CC(=O)O[C@@H](C)CC(=O)O[C@@H](C)CC(=O)O,ester
C[C@@H](O)CC(=O)O.C[C@H](O)CC(=O)O,0.91,poly(RS-3-hydroxybutyrate),-1.0,128.0,C,C,"('C[C@@H](O)CC(=O)O', 'C[C@H](O)CC(=O)O')",[],1,C[C@@H](O)CC(=O)O[C@H](C)CC(=O)O[C@H](C)CC(=O)O[C@H](C)CC(=O)O[C@H](C)CC(=O)O[C@H](C)CC(=O)O[C@H](C)CC(=O)O[C@H](C)CC(=O)O[C@H](C)CC(=O)O[C@H](C)CC(=O)O,ester
C[C@@H](O)CC(=O)O.C[C@H](O)CC(=O)O,0.93,poly(RS-3-hydroxybutyrate),2.6666666666666665,139.5,C,C,"('C[C@@H](O)CC(=O)O', 'C[C@H](O)CC(=O)O')",[],1,C[C@@H](O)CC(=O)O[C@H](C)CC(=O)O[C@H](C)CC(=O)O[C@H](C)CC(=O)O[C@H](C)CC(=O)O[C@H](C)CC(=O)O[C@H](C)CC(=O)O[C@H](C)CC(=O)O[C@H](C)CC(=O)O[C@H](C)CC(=O)O,ester
C[C@@H](O)CC(=O)O.C[C@H](O)CC(=O)O,0.94,poly(RS-3-hydroxybutyrate),4.0,136.0,C,C,"('C[C@@H](O)CC(=O)O', 'C[C@H](O)CC(=O)O')",[],1,C[C@H](O)CC(=O)O[C@@H](C)CC(=O)O[C@@H](C)CC(=O)O[C@@H](C)CC(=O)O[C@@H](C)CC(=O)O[C@@H](C)CC(=O)O[C@@H](C)CC(=O)O[C@@H](C)CC(=O)O[C@@H](C)CC(=O)O[C@@H](C)CC(=O)O,ester
C[C@@H](O)CC(=O)O.C[C@H](O)CC(=O)O,0.95,poly(RS-3-hydroxybutyrate),4.0,147.0,C,C,"('C[C@@H](O)CC(=O)O', 'C[C@H](O)CC(=O)O')",[],1,C[C@H](O)CC(=O)O[C@@H](C)CC(=O)O[C@@H](C)CC(=O)O[C@@H](C)CC(=O)O[C@@H](C)CC(=O)O[C@@H](C)CC(=O)O[C@@H](C)CC(=O)O[C@@H](C)CC(=O)O[C@@H](C)CC(=O)O[C@@H](C)CC(=O)O,ester
C[C@@H](O)CC(=O)O.C[C@H](O)CC(=O)O,0.96,poly(RS-3-hydroxybutyrate),6.0,154.5,C,C,"('C[C@@H](O)CC(=O)O', 'C[C@H](O)CC(=O)O')",[],1,C[C@@H](O)CC(=O)O[C@H](C)CC(=O)O[C@H](C)CC(=O)O[C@H](C)CC(=O)O[C@H](C)CC(=O)O[C@H](C)CC(=O)O[C@H](C)CC(=O)O[C@H](C)CC(=O)O[C@H](C)CC(=O)O[C@H](C)CC(=O)O,ester
C[C@@H](O)CC(=O)O.C[C@H](O)CC(=O)O,0.74,poly(RS-3-hydroxybutyrate),-15.0,,C,C,"('C[C@@H](O)CC(=O)O', 'C[C@H](O)CC(=O)O')",[],1,C[C@@H](CC(=O)O[C@@H](C)CC(=O)O[C@H](C)CC(=O)O[C@H](C)CC(=O)O[C@H](C)CC(=O)O[C@H](C)CC(=O)O[C@H](C)CC(=O)O[C@H](C)CC(=O)O)OC(=O)C[C@H](C)OC(=O)C[C@@H](C)O,ester
